Role-Playing,Hoshigami: Ruining Blue Earth,PS,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Puzzle,GunPey DS,DS,Games that challenge the player to use critical thinking skills to solve problems
Sports,Cabela's African Safari,PSP,Generally allows the player to partake in a competitive sport against other opponents or AI
Simulation,Sushi Go-Round,Wii,Frequently consists of games focused on letting the player simulate a reality - real or fake
Action,NightCaster II: Equinox,XB,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Arslan: The Warriors of Legend,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Simulation,Ship Simulator Extremes,PC,Frequently consists of games focused on letting the player simulate a reality - real or fake
Shooter,Time Crisis: Project Titan,PS,Typically violent games where players use ranged weapons
Racing,Billy the Wizard: Rocket Broomstick Racing,Wii,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Role-Playing,Ys: The Ark of Napishtim,PSP,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Sports,Pro Evolution Soccer 2017,XOne,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,FIFA Soccer 10,PC,Generally allows the player to partake in a competitive sport against other opponents or AI
Shooter,Tom Clancy's Rainbow Six: Lockdown,GC,Typically violent games where players use ranged weapons
Strategy,Full Spectrum Warrior: Ten Hammers,XB,Most games challenge the player to use tactics and planning to achieve victory
Simulation,The Sims,PC,Frequently consists of games focused on letting the player simulate a reality - real or fake
Simulation,MiniCopter: Adventure Flight,Wii,Frequently consists of games focused on letting the player simulate a reality - real or fake
Sports,FIFA Manager 12,PC,Generally allows the player to partake in a competitive sport against other opponents or AI
Puzzle,Balloon Pop,Wii,Games that challenge the player to use critical thinking skills to solve problems
Misc,Gitaroo Man,PS2,Games without specific genres
Puzzle,Super Bubble Pop,GC,Games that challenge the player to use critical thinking skills to solve problems
Shooter,SpongeBob SquarePants: Plankton's Robotic Revenge,X360,Typically violent games where players use ranged weapons
Shooter,Counter Force,Wii,Typically violent games where players use ranged weapons
Shooter,Centipede: Infestation,3DS,Typically violent games where players use ranged weapons
Sports,Cabela's Trophy Bucks,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Strategy,XCOM 2,XOne,Most games challenge the player to use tactics and planning to achieve victory
Action,Yaiba: Ninja Gaiden Z,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Rock of the Dead,X360,Typically violent games where players use ranged weapons
Racing,Big Air Freestyle,GC,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Sports,Mike Tyson Heavyweight Boxing,XB,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Code Lyoko,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,Pool Party,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,Rapala Fishing Frenzy 2009,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Strategy,Company of Heroes,PC,Most games challenge the player to use tactics and planning to achieve victory
Misc,Wonder World Amusement Park,Wii,Games without specific genres
Misc,Just Dance 2017,PS3,Games without specific genres
Racing,Ride 2,PS4,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Simulation,Wing Island,Wii,Frequently consists of games focused on letting the player simulate a reality - real or fake
Simulation,Silent Hunter: Wolves of the Pacific,PC,Frequently consists of games focused on letting the player simulate a reality - real or fake
Strategy,Wrath Unleashed,XB,Most games challenge the player to use tactics and planning to achieve victory
Adventure,March of the Penguins,DS,Mostly exploration games focused on letting the player explore the environment
Puzzle,Professor Heinz Wolff's Gravity,DS,Games that challenge the player to use critical thinking skills to solve problems
Action,Double Dragon Advance,GBA,Games usually centered around using hand-eye coordination to overcome physical challenges
Misc,Color Cross,DS,Games without specific genres
Misc,Sesame Street: Elmo's A-to-Zoo Adventure,PC,Games without specific genres
Misc,The Bible Game,XB,Games without specific genres
Puzzle,Bubble Bobble Revolution,DS,Games that challenge the player to use critical thinking skills to solve problems
Shooter,Yager,XB,Typically violent games where players use ranged weapons
Sports,River City Soccer Hooligans,DS,Generally allows the player to partake in a competitive sport against other opponents or AI
Racing,Cocoto Kart Racer,DS,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Adventure,Root Letter,PSV,Mostly exploration games focused on letting the player explore the environment
Platform,Futurama,XB,Games focused on navigating an environment usually by jumping
Strategy,Supreme Commander,PC,Most games challenge the player to use tactics and planning to achieve victory
Sports,Pool Hall Pro,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Shooter,Wolfenstein,PC,Typically violent games where players use ranged weapons
Simulation,Cesar Millan's Dog Whisperer,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Simulation,Microsoft Train Simulator,PC,Frequently consists of games focused on letting the player simulate a reality - real or fake
Misc,Activision Anthology,GBA,Games without specific genres
Misc,Mahjong 3D: Warriors of the Emperor,3DS,Games without specific genres
Shooter,Resident Evil 6,XOne,Typically violent games where players use ranged weapons
Shooter,Trigger Man,XB,Typically violent games where players use ranged weapons
Platform,Assassin's Creed: Altair's Chronicles,DS,Games focused on navigating an environment usually by jumping
Shooter,Bad Boys: Miami Takedown,GC,Typically violent games where players use ranged weapons
Racing,Short Track Racing: Trading Paint,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,Fantastic Four: Rise of the Silver Surfer,Wii,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,Galaxy Racers,DS,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Simulation,Pony Friends,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Misc,Looney Tunes: Cartoon Conductor,DS,Games without specific genres
Fighting,Art of Fighting Anthology,PS2,Usually one-on-one close-ranged games with violent attacks
